i,price,dP,A,D,S,prevA,prevD,prevS,split
2573,-16,1,1,1,1,1,-1,2,train
2574,-16,0,0,0,0,1,1,1,train
2575,-16,0,0,0,0,0,0,0,train
2576,-16,0,0,0,0,0,0,0,train
2577,-16,0,0,0,0,0,0,0,train
2578,-16,0,0,0,0,0,0,0,train
2579,-16,0,0,0,0,0,0,0,train
2580,-15,1,1,1,1,0,0,0,train
2581,-18,-3,1,-1,3,1,1,1,train
2582,-17,1,1,1,1,1,-1,3,train
2583,-18,-1,1,-1,1,1,1,1,train
2584,-17,1,1,1,1,1,-1,1,train
2585,-17,0,0,0,0,1,1,1,train
2586,-17,0,0,0,0,0,0,0,train
2587,-16,1,1,1,1,0,0,0,train
2588,-17,-1,1,-1,1,1,1,1,train
2589,-18,-1,1,-1,1,1,-1,1,train
2590,-18,0,0,0,0,1,-1,1,train
2591,-15,3,1,1,3,0,0,0,train
2592,-20,-5,1,-1,5,1,1,3,train
2593,-19,1,1,1,1,1,-1,5,train
2594,-18,1,1,1,1,1,1,1,train
2595,-18,0,0,0,0,1,1,1,train
2596,-18,0,0,0,0,0,0,0,train
2597,-17,1,1,1,1,0,0,0,train
2598,-17,0,0,0,0,1,1,1,train
2599,-15,2,1,1,2,0,0,0,train
2600,-15,0,0,0,0,1,1,2,train
2601,-15,0,0,0,0,0,0,0,train
2602,-14,1,1,1,1,0,0,0,train
2603,-15,-1,1,-1,1,1,1,1,train
2604,-19,-4,1,-1,4,1,-1,1,train
2605,-20,-1,1,-1,1,1,-1,4,train
2606,-16,4,1,1,4,1,-1,1,train
2607,-16,0,0,0,0,1,1,4,train
2608,-15,1,1,1,1,0,0,0,train
2609,-16,-1,1,-1,1,1,1,1,train
2610,-16,0,0,0,0,1,-1,1,train
2611,-15,1,1,1,1,0,0,0,train
2612,-15,0,0,0,0,1,1,1,train
2613,-15,0,0,0,0,0,0,0,train
2614,-13,2,1,1,2,0,0,0,train
2615,-13,0,0,0,0,1,1,2,train
2616,-13,0,0,0,0,0,0,0,train
2617,-13,0,0,0,0,0,0,0,train
2618,-13,0,0,0,0,0,0,0,train
2619,-14,-1,1,-1,1,0,0,0,train
2620,-19,-5,1,-1,5,1,-1,1,train
2621,-16,3,1,1,3,1,-1,5,train
2622,-16,0,0,0,0,1,1,3,train
2623,-16,0,0,0,0,0,0,0,train
2624,-14,2,1,1,2,0,0,0,train
2625,-14,0,0,0,0,1,1,2,train
2626,-14,0,0,0,0,0,0,0,train
2627,-14,0,0,0,0,0,0,0,train
2628,-12,2,1,1,2,0,0,0,train
2629,-14,-2,1,-1,2,1,1,2,train
2630,-14,0,0,0,0,1,-1,2,train
2631,-15,-1,1,-1,1,0,0,0,train
2632,-14,1,1,1,1,1,-1,1,train
2633,-14,0,0,0,0,1,1,1,train
2634,-14,0,0,0,0,0,0,0,train
2635,-15,-1,1,-1,1,0,0,0,train
2636,-16,-1,1,-1,1,1,-1,1,train
2637,-15,1,1,1,1,1,-1,1,train
2638,-15,0,0,0,0,1,1,1,train
2639,-14,1,1,1,1,0,0,0,train
2640,-14,0,0,0,0,1,1,1,train
2641,-16,-2,1,-1,2,0,0,0,train
2642,-15,1,1,1,1,1,-1,2,train
2643,-17,-2,1,-1,2,1,1,1,train
2644,-16,1,1,1,1,1,-1,2,train
2645,-18,-2,1,-1,2,1,1,1,train
2646,-18,0,0,0,0,1,-1,2,train
2647,-19,-1,1,-1,1,0,0,0,train
2648,-19,0,0,0,0,1,-1,1,train
2649,-19,0,0,0,0,0,0,0,train
2650,-19,0,0,0,0,0,0,0,train
2651,-17,2,1,1,2,0,0,0,train
2652,-18,-1,1,-1,1,1,1,2,train
2653,-18,0,0,0,0,1,-1,1,train
2654,-19,-1,1,-1,1,0,0,0,train
2655,-18,1,1,1,1,1,-1,1,train
2656,-18,0,0,0,0,1,1,1,train
2657,-18,0,0,0,0,0,0,0,train
2658,-18,0,0,0,0,0,0,0,train
2659,-18,0,0,0,0,0,0,0,train
2660,-18,0,0,0,0,0,0,0,train
2661,-19,-1,1,-1,1,0,0,0,train
2662,-19,0,0,0,0,1,-1,1,train
2663,-20,-1,1,-1,1,0,0,0,train
2664,-19,1,1,1,1,1,-1,1,train
2665,-18,1,1,1,1,1,1,1,train
2666,-20,-2,1,-1,2,1,1,1,train
2667,-19,1,1,1,1,1,-1,2,train
2668,-21,-2,1,-1,2,1,1,1,train
2669,-20,1,1,1,1,1,-1,2,train
2670,-22,-2,1,-1,2,1,1,1,train
2671,-23,-1,1,-1,1,1,-1,2,train
2672,-22,1,1,1,1,1,-1,1,train
2673,-24,-2,1,-1,2,1,1,1,train
2674,-22,2,1,1,2,1,-1,2,train
2675,-25,-3,1,-1,3,1,1,2,train
2676,-24,1,1,1,1,1,-1,3,train
2677,-23,1,1,1,1,1,1,1,train
2678,-24,-1,1,-1,1,1,1,1,train
2679,-24,0,0,0,0,1,-1,1,train
2680,-25,-1,1,-1,1,0,0,0,train
2681,-24,1,1,1,1,1,-1,1,train
2682,-27,-3,1,-1,3,1,1,1,train
2683,-27,0,0,0,0,1,-1,3,train
2684,-27,0,0,0,0,0,0,0,train
2685,-28,-1,1,-1,1,0,0,0,train
2686,-28,0,0,0,0,1,-1,1,train
2687,-28,0,0,0,0,0,0,0,train
2688,-30,-2,1,-1,2,0,0,0,train
2689,-31,-1,1,-1,1,1,-1,2,train
2690,-30,1,1,1,1,1,-1,1,train
2691,-31,-1,1,-1,1,1,1,1,train
2692,-30,1,1,1,1,1,-1,1,train
2693,-30,0,0,0,0,1,1,1,train
2694,-32,-2,1,-1,2,0,0,0,train
2695,-31,1,1,1,1,1,-1,2,train
2696,-31,0,0,0,0,1,1,1,train
2697,-31,0,0,0,0,0,0,0,train
2698,-29,2,1,1,2,0,0,0,train
2699,-31,-2,1,-1,2,1,1,2,train
2700,-30,1,1,1,1,1,-1,2,train
2701,-32,-2,1,-1,2,1,1,1,train
2702,-32,0,0,0,0,1,-1,2,train
2703,-30,2,1,1,2,0,0,0,train
2704,-29,1,1,1,1,1,1,2,train
2705,-30,-1,1,-1,1,1,1,1,train
2706,-30,0,0,0,0,1,-1,1,train
2707,-29,1,1,1,1,0,0,0,train
2708,-29,0,0,0,0,1,1,1,train
2709,-28,1,1,1,1,0,0,0,train
2710,-29,-1,1,-1,1,1,1,1,train
2711,-29,0,0,0,0,1,-1,1,train
2712,-28,1,1,1,1,0,0,0,train
2713,-27,1,1,1,1,1,1,1,train
2714,-29,-2,1,-1,2,1,1,1,train
2715,-29,0,0,0,0,1,-1,2,train
2716,-30,-1,1,-1,1,0,0,0,train
2717,-26,4,1,1,4,1,-1,1,train
2718,-27,-1,1,-1,1,1,1,4,train
2719,-27,0,0,0,0,1,-1,1,train
2720,-29,-2,1,-1,2,0,0,0,train
2721,-31,-2,1,-1,2,1,-1,2,train
2722,-29,2,1,1,2,1,-1,2,train
2723,-29,0,0,0,0,1,1,2,train
2724,-30,-1,1,-1,1,0,0,0,train
2725,-29,1,1,1,1,1,-1,1,train
2726,-30,-1,1,-1,1,1,1,1,train
2727,-31,-1,1,-1,1,1,-1,1,train
2728,-31,0,0,0,0,1,-1,1,train
2729,-31,0,0,0,0,0,0,0,train
2730,-29,2,1,1,2,0,0,0,train
2731,-27,2,1,1,2,1,1,2,train
2732,-27,0,0,0,0,1,1,2,train
2733,-27,0,0,0,0,0,0,0,train
2734,-26,1,1,1,1,0,0,0,train
2735,-26,0,0,0,0,1,1,1,train
2736,-25,1,1,1,1,0,0,0,train
2737,-26,-1,1,-1,1,1,1,1,train
2738,-25,1,1,1,1,1,-1,1,train
2739,-24,1,1,1,1,1,1,1,train
2740,-24,0,0,0,0,1,1,1,train
2741,-24,0,0,0,0,0,0,0,train
2742,-24,0,0,0,0,0,0,0,train
2743,-23,1,1,1,1,0,0,0,train
2744,-22,1,1,1,1,1,1,1,train
2745,-20,2,1,1,2,1,1,1,train
2746,-23,-3,1,-1,3,1,1,2,train
2747,-22,1,1,1,1,1,-1,3,train
2748,-23,-1,1,-1,1,1,1,1,train
2749,-23,0,0,0,0,1,-1,1,train
2750,-22,1,1,1,1,0,0,0,train
2751,-22,0,0,0,0,1,1,1,train
2752,-22,0,0,0,0,0,0,0,train
2753,-22,0,0,0,0,0,0,0,train
2754,-24,-2,1,-1,2,0,0,0,train
2755,-20,4,1,1,4,1,-1,2,train
2756,-23,-3,1,-1,3,1,1,4,train
2757,-23,0,0,0,0,1,-1,3,train
2758,-23,0,0,0,0,0,0,0,train
2759,-23,0,0,0,0,0,0,0,train
2760,-24,-1,1,-1,1,0,0,0,train
2761,-22,2,1,1,2,1,-1,1,train
2762,-23,-1,1,-1,1,1,1,2,train
2763,-22,1,1,1,1,1,-1,1,train
2764,-21,1,1,1,1,1,1,1,train
2765,-20,1,1,1,1,1,1,1,train
2766,-19,1,1,1,1,1,1,1,train
2767,-20,-1,1,-1,1,1,1,1,train
2768,-19,1,1,1,1,1,-1,1,train
2769,-16,3,1,1,3,1,1,1,train
2770,-13,3,1,1,3,1,1,3,train
2771,-16,-3,1,-1,3,1,1,3,train
2772,-18,-2,1,-1,2,1,-1,3,train
2773,-17,1,1,1,1,1,-1,2,train
2774,-17,0,0,0,0,1,1,1,train
2775,-16,1,1,1,1,0,0,0,train
2776,-14,2,1,1,2,1,1,1,train
2777,-15,-1,1,-1,1,1,1,2,train
2778,-14,1,1,1,1,1,-1,1,train
2779,-12,2,1,1,2,1,1,1,train
2780,-12,0,0,0,0,1,1,2,train
2781,-12,0,0,0,0,0,0,0,train
2782,-12,0,0,0,0,0,0,0,train
2783,-12,0,0,0,0,0,0,0,train
2784,-10,2,1,1,2,0,0,0,train
2785,-10,0,0,0,0,1,1,2,train
2786,-10,0,0,0,0,0,0,0,train
2787,-10,0,0,0,0,0,0,0,train
2788,-13,-3,1,-1,3,0,0,0,train
2789,-14,-1,1,-1,1,1,-1,3,train
2790,-14,0,0,0,0,1,-1,1,train
2791,-15,-1,1,-1,1,0,0,0,train
2792,-14,1,1,1,1,1,-1,1,train
2793,-15,-1,1,-1,1,1,1,1,train
2794,-15,0,0,0,0,1,-1,1,train
2795,-13,2,1,1,2,0,0,0,train
2796,-15,-2,1,-1,2,1,1,2,train
2797,-15,0,0,0,0,1,-1,2,train
2798,-15,0,0,0,0,0,0,0,train
2799,-15,0,0,0,0,0,0,0,train
2800,-15,0,0,0,0,0,0,0,train
2801,-15,0,0,0,0,0,0,0,train
2802,-14,1,1,1,1,0,0,0,train
2803,-14,0,0,0,0,1,1,1,train
2804,-14,0,0,0,0,0,0,0,train
2805,-15,-1,1,-1,1,0,0,0,train
2806,-16,-1,1,-1,1,1,-1,1,train
2807,-15,1,1,1,1,1,-1,1,train
2808,-15,0,0,0,0,1,1,1,train
2809,-15,0,0,0,0,0,0,0,train
2810,-15,0,0,0,0,0,0,0,train
2811,-15,0,0,0,0,0,0,0,train
2812,-16,-1,1,-1,1,0,0,0,train
2813,-17,-1,1,-1,1,1,-1,1,train
2814,-15,2,1,1,2,1,-1,1,train
2815,-18,-3,1,-1,3,1,1,2,train
2816,-19,-1,1,-1,1,1,-1,3,train
2817,-20,-1,1,-1,1,1,-1,1,train
2818,-18,2,1,1,2,1,-1,1,train
2819,-18,0,0,0,0,1,1,2,train
2820,-18,0,0,0,0,0,0,0,train
2821,-18,0,0,0,0,0,0,0,train
2822,-18,0,0,0,0,0,0,0,train
2823,-18,0,0,0,0,0,0,0,train
2824,-21,-3,1,-1,3,0,0,0,train
2825,-20,1,1,1,1,1,-1,3,train
2826,-20,0,0,0,0,1,1,1,train
2827,-20,0,0,0,0,0,0,0,train
2828,-19,1,1,1,1,0,0,0,train
2829,-20,-1,1,-1,1,1,1,1,train
2830,-19,1,1,1,1,1,-1,1,train
2831,-19,0,0,0,0,1,1,1,train
2832,-18,1,1,1,1,0,0,0,train
2833,-18,0,0,0,0,1,1,1,train
2834,-18,0,0,0,0,0,0,0,train
2835,-19,-1,1,-1,1,0,0,0,train
2836,-17,2,1,1,2,1,-1,1,train
2837,-17,0,0,0,0,1,1,2,train
2838,-16,1,1,1,1,0,0,0,train
2839,-15,1,1,1,1,1,1,1,train
2840,-15,0,0,0,0,1,1,1,train
2841,-16,-1,1,-1,1,0,0,0,train
2842,-13,3,1,1,3,1,-1,1,train
2843,-11,2,1,1,2,1,1,3,train
2844,-12,-1,1,-1,1,1,1,2,train
2845,-13,-1,1,-1,1,1,-1,1,train
2846,-12,1,1,1,1,1,-1,1,train
2847,-12,0,0,0,0,1,1,1,train
2848,-12,0,0,0,0,0,0,0,train
2849,-13,-1,1,-1,1,0,0,0,train
2850,-11,2,1,1,2,1,-1,1,train
2851,-13,-2,1,-1,2,1,1,2,train
2852,-14,-1,1,-1,1,1,-1,2,train
2853,-15,-1,1,-1,1,1,-1,1,train
2854,-12,3,1,1,3,1,-1,1,train
2855,-12,0,0,0,0,1,1,3,train
2856,-12,0,0,0,0,0,0,0,train
2857,-11,1,1,1,1,0,0,0,train
2858,-12,-1,1,-1,1,1,1,1,train
2859,-11,1,1,1,1,1,-1,1,train
2860,-12,-1,1,-1,1,1,1,1,train
2861,-10,2,1,1,2,1,-1,1,train
2862,-11,-1,1,-1,1,1,1,2,train
2863,-13,-2,1,-1,2,1,-1,1,train
2864,-13,0,0,0,0,1,-1,2,train
2865,-13,0,0,0,0,0,0,0,train
2866,-12,1,1,1,1,0,0,0,train
2867,-13,-1,1,-1,1,1,1,1,train
2868,-12,1,1,1,1,1,-1,1,train
2869,-13,-1,1,-1,1,1,1,1,train
2870,-15,-2,1,-1,2,1,-1,1,train
2871,-14,1,1,1,1,1,-1,2,train
2872,-14,0,0,0,0,1,1,1,train
2873,-14,0,0,0,0,0,0,0,train
2874,-15,-1,1,-1,1,0,0,0,train
2875,-16,-1,1,-1,1,1,-1,1,train
2876,-13,3,1,1,3,1,-1,1,train
2877,-15,-2,1,-1,2,1,1,3,train
2878,-15,0,0,0,0,1,-1,2,train
2879,-15,0,0,0,0,0,0,0,train
2880,-15,0,0,0,0,0,0,0,train
2881,-18,-3,1,-1,3,0,0,0,train
2882,-17,1,1,1,1,1,-1,3,train
2883,-16,1,1,1,1,1,1,1,train
2884,-16,0,0,0,0,1,1,1,train
2885,-17,-1,1,-1,1,0,0,0,train
2886,-16,1,1,1,1,1,-1,1,train
2887,-17,-1,1,-1,1,1,1,1,train
2888,-17,0,0,0,0,1,-1,1,train
2889,-17,0,0,0,0,0,0,0,train
2890,-17,0,0,0,0,0,0,0,train
2891,-15,2,1,1,2,0,0,0,train
2892,-17,-2,1,-1,2,1,1,2,train
2893,-18,-1,1,-1,1,1,-1,2,train
2894,-18,0,0,0,0,1,-1,1,train
2895,-17,1,1,1,1,0,0,0,train
2896,-19,-2,1,-1,2,1,1,1,train
2897,-16,3,1,1,3,1,-1,2,train
2898,-17,-1,1,-1,1,1,1,3,train
2899,-17,0,0,0,0,1,-1,1,train
2900,-18,-1,1,-1,1,0,0,0,train
2901,-24,-6,1,-1,6,1,-1,1,train
2902,-25,-1,1,-1,1,1,-1,6,train
2903,-24,1,1,1,1,1,-1,1,train
2904,-25,-1,1,-1,1,1,1,1,train
2905,-25,0,0,0,0,1,-1,1,train
2906,-25,0,0,0,0,0,0,0,train
2907,-25,0,0,0,0,0,0,0,train
2908,-26,-1,1,-1,1,0,0,0,train
2909,-26,0,0,0,0,1,-1,1,train
2910,-25,1,1,1,1,0,0,0,train
2911,-25,0,0,0,0,1,1,1,train
2912,-25,0,0,0,0,0,0,0,train
2913,-25,0,0,0,0,0,0,0,train
2914,-25,0,0,0,0,0,0,0,train
2915,-25,0,0,0,0,0,0,0,train
2916,-26,-1,1,-1,1,0,0,0,train
2917,-22,4,1,1,4,1,-1,1,train
2918,-21,1,1,1,1,1,1,4,train
2919,-24,-3,1,-1,3,1,1,1,train
2920,-23,1,1,1,1,1,-1,3,train
2921,-24,-1,1,-1,1,1,1,1,train
2922,-21,3,1,1,3,1,-1,1,train
2923,-19,2,1,1,2,1,1,3,train
2924,-19,0,0,0,0,1,1,2,train
2925,-18,1,1,1,1,0,0,0,train
2926,-19,-1,1,-1,1,1,1,1,train
2927,-17,2,1,1,2,1,-1,1,train
2928,-16,1,1,1,1,1,1,2,train
2929,-16,0,0,0,0,1,1,1,train
2930,-18,-2,1,-1,2,0,0,0,train
2931,-21,-3,1,-1,3,1,-1,2,train
2932,-20,1,1,1,1,1,-1,3,train
2933,-23,-3,1,-1,3,1,1,1,train
2934,-23,0,0,0,0,1,-1,3,train
2935,-22,1,1,1,1,0,0,0,train
2936,-19,3,1,1,3,1,1,1,train
2937,-19,0,0,0,0,1,1,3,train
2938,-20,-1,1,-1,1,0,0,0,train
2939,-20,0,0,0,0,1,-1,1,train
2940,-19,1,1,1,1,0,0,0,train
2941,-20,-1,1,-1,1,1,1,1,train
2942,-21,-1,1,-1,1,1,-1,1,train
2943,-22,-1,1,-1,1,1,-1,1,train
2944,-21,1,1,1,1,1,-1,1,train
2945,-21,0,0,0,0,1,1,1,train
2946,-22,-1,1,-1,1,0,0,0,train
2947,-19,3,1,1,3,1,-1,1,train
2948,-19,0,0,0,0,1,1,3,train
2949,-19,0,0,0,0,0,0,0,train
2950,-21,-2,1,-1,2,0,0,0,train
2951,-18,3,1,1,3,1,-1,2,train
2952,-15,3,1,1,3,1,1,3,train
2953,-16,-1,1,-1,1,1,1,3,train
2954,-16,0,0,0,0,1,-1,1,train
2955,-17,-1,1,-1,1,0,0,0,train
2956,-16,1,1,1,1,1,-1,1,train
2957,-18,-2,1,-1,2,1,1,1,train
2958,-20,-2,1,-1,2,1,-1,2,train
2959,-19,1,1,1,1,1,-1,2,train
2960,-18,1,1,1,1,1,1,1,train
2961,-22,-4,1,-1,4,1,1,1,train
2962,-21,1,1,1,1,1,-1,4,train
2963,-22,-1,1,-1,1,1,1,1,train
2964,-21,1,1,1,1,1,-1,1,train
2965,-26,-5,1,-1,5,1,1,1,train
2966,-26,0,0,0,0,1,-1,5,train
2967,-25,1,1,1,1,0,0,0,train
2968,-25,0,0,0,0,1,1,1,train
2969,-25,0,0,0,0,0,0,0,train
2970,-25,0,0,0,0,0,0,0,train
2971,-28,-3,1,-1,3,0,0,0,train
2972,-27,1,1,1,1,1,-1,3,train
2973,-26,1,1,1,1,1,1,1,train
2974,-26,0,0,0,0,1,1,1,train
2975,-26,0,0,0,0,0,0,0,train
2976,-26,0,0,0,0,0,0,0,train
2977,-25,1,1,1,1,0,0,0,train
2978,-25,0,0,0,0,1,1,1,train
2979,-25,0,0,0,0,0,0,0,train
2980,-25,0,0,0,0,0,0,0,train
2981,-27,-2,1,-1,2,0,0,0,train
2982,-28,-1,1,-1,1,1,-1,2,train
2983,-26,2,1,1,2,1,-1,1,train
2984,-28,-2,1,-1,2,1,1,2,train
2985,-32,-4,1,-1,4,1,-1,2,train
2986,-33,-1,1,-1,1,1,-1,4,train
2987,-31,2,1,1,2,1,-1,1,train
2988,-33,-2,1,-1,2,1,1,2,train
2989,-37,-4,1,-1,4,1,-1,2,train
2990,-33,4,1,1,4,1,-1,4,train
2991,-29,4,1,1,4,1,1,4,train
2992,-29,0,0,0,0,1,1,4,train
2993,-29,0,0,0,0,0,0,0,train
2994,-31,-2,1,-1,2,0,0,0,train
2995,-33,-2,1,-1,2,1,-1,2,train
2996,-32,1,1,1,1,1,-1,2,train
2997,-33,-1,1,-1,1,1,1,1,train
2998,-33,0,0,0,0,1,-1,1,train
2999,-32,1,1,1,1,0,0,0,train
3000,-33,-1,1,-1,1,1,1,1,train
3001,-34,-1,1,-1,1,1,-1,1,train
3002,-35,-1,1,-1,1,1,-1,1,train
3003,-35,0,0,0,0,1,-1,1,train
3004,-35,0,0,0,0,0,0,0,train
3005,-35,0,0,0,0,0,0,0,train
3006,-37,-2,1,-1,2,0,0,0,train
3007,-38,-1,1,-1,1,1,-1,2,train
3008,-38,0,0,0,0,1,-1,1,train
3009,-38,0,0,0,0,0,0,0,train
3010,-36,2,1,1,2,0,0,0,train
3011,-35,1,1,1,1,1,1,2,train
3012,-35,0,0,0,0,1,1,1,train
3013,-37,-2,1,-1,2,0,0,0,train
3014,-36,1,1,1,1,1,-1,2,train
3015,-36,0,0,0,0,1,1,1,train
3016,-36,0,0,0,0,0,0,0,train
3017,-37,-1,1,-1,1,0,0,0,train
3018,-37,0,0,0,0,1,-1,1,train
3019,-40,-3,1,-1,3,0,0,0,train
3020,-39,1,1,1,1,1,-1,3,train
3021,-43,-4,1,-1,4,1,1,1,train
3022,-41,2,1,1,2,1,-1,4,train
3023,-41,0,0,0,0,1,1,2,train
3024,-41,0,0,0,0,0,0,0,train
3025,-41,0,0,0,0,0,0,0,train
3026,-42,-1,1,-1,1,0,0,0,train
3027,-44,-2,1,-1,2,1,-1,1,train
3028,-41,3,1,1,3,1,-1,2,train
3029,-40,1,1,1,1,1,1,3,train
3030,-44,-4,1,-1,4,1,1,1,train
3031,-42,2,1,1,2,1,-1,4,train
3032,-44,-2,1,-1,2,1,1,2,train
3033,-42,2,1,1,2,1,-1,2,train
3034,-43,-1,1,-1,1,1,1,2,train
3035,-44,-1,1,-1,1,1,-1,1,train
3036,-44,0,0,0,0,1,-1,1,train
3037,-42,2,1,1,2,0,0,0,train
3038,-43,-1,1,-1,1,1,1,2,train
3039,-43,0,0,0,0,1,-1,1,train
3040,-45,-2,1,-1,2,0,0,0,train
3041,-47,-2,1,-1,2,1,-1,2,train
3042,-48,-1,1,-1,1,1,-1,2,train
3043,-47,1,1,1,1,1,-1,1,train
3044,-48,-1,1,-1,1,1,1,1,train
3045,-46,2,1,1,2,1,-1,1,train
3046,-45,1,1,1,1,1,1,2,train
3047,-46,-1,1,-1,1,1,1,1,train
3048,-47,-1,1,-1,1,1,-1,1,train
3049,-49,-2,1,-1,2,1,-1,1,train
3050,-48,1,1,1,1,1,-1,2,train
3051,-47,1,1,1,1,1,1,1,train
3052,-47,0,0,0,0,1,1,1,train
3053,-47,0,0,0,0,0,0,0,train
3054,-45,2,1,1,2,0,0,0,train
3055,-44,1,1,1,1,1,1,2,train
3056,-44,0,0,0,0,1,1,1,train
3057,-44,0,0,0,0,0,0,0,train
3058,-43,1,1,1,1,0,0,0,train
3059,-44,-1,1,-1,1,1,1,1,train
3060,-44,0,0,0,0,1,-1,1,train
3061,-44,0,0,0,0,0,0,0,train
3062,-44,0,0,0,0,0,0,0,train
3063,-45,-1,1,-1,1,0,0,0,train
3064,-42,3,1,1,3,1,-1,1,train
3065,-43,-1,1,-1,1,1,1,3,train
3066,-42,1,1,1,1,1,-1,1,train
3067,-43,-1,1,-1,1,1,1,1,train
3068,-42,1,1,1,1,1,-1,1,train
3069,-43,-1,1,-1,1,1,1,1,train
3070,-42,1,1,1,1,1,-1,1,train
3071,-41,1,1,1,1,1,1,1,train
3072,-45,-4,1,-1,4,1,1,1,train
3073,-45,0,0,0,0,1,-1,4,train
3074,-44,1,1,1,1,0,0,0,train
3075,-45,-1,1,-1,1,1,1,1,train
3076,-44,1,1,1,1,1,-1,1,train
3077,-44,0,0,0,0,1,1,1,train
3078,-44,0,0,0,0,0,0,0,train
3079,-45,-1,1,-1,1,0,0,0,train
3080,-43,2,1,1,2,1,-1,1,train
3081,-48,-5,1,-1,5,1,1,2,train
3082,-46,2,1,1,2,1,-1,5,train
3083,-46,0,0,0,0,1,1,2,train
3084,-46,0,0,0,0,0,0,0,train
3085,-46,0,0,0,0,0,0,0,train
3086,-46,0,0,0,0,0,0,0,train
3087,-48,-2,1,-1,2,0,0,0,train
3088,-48,0,0,0,0,1,-1,2,train
3089,-46,2,1,1,2,0,0,0,train
3090,-44,2,1,1,2,1,1,2,train
3091,-45,-1,1,-1,1,1,1,2,train
3092,-46,-1,1,-1,1,1,-1,1,train
3093,-45,1,1,1,1,1,-1,1,train
3094,-44,1,1,1,1,1,1,1,train
3095,-45,-1,1,-1,1,1,1,1,train
3096,-44,1,1,1,1,1,-1,1,train
3097,-46,-2,1,-1,2,1,1,1,train
3098,-48,-2,1,-1,2,1,-1,2,train
3099,-47,1,1,1,1,1,-1,2,train
3100,-48,-1,1,-1,1,1,1,1,train
3101,-48,0,0,0,0,1,-1,1,train
3102,-50,-2,1,-1,2,0,0,0,train
3103,-56,-6,1,-1,6,1,-1,2,train
3104,-55,1,1,1,1,1,-1,6,train
3105,-56,-1,1,-1,1,1,1,1,train
3106,-57,-1,1,-1,1,1,-1,1,train
3107,-55,2,1,1,2,1,-1,1,train
3108,-53,2,1,1,2,1,1,2,train
3109,-54,-1,1,-1,1,1,1,2,train
3110,-56,-2,1,-1,2,1,-1,1,train
3111,-56,0,0,0,0,1,-1,2,train
3112,-57,-1,1,-1,1,0,0,0,train
3113,-57,0,0,0,0,1,-1,1,train
3114,-57,0,0,0,0,0,0,0,train
3115,-56,1,1,1,1,0,0,0,train
3116,-57,-1,1,-1,1,1,1,1,train
3117,-56,1,1,1,1,1,-1,1,train
3118,-57,-1,1,-1,1,1,1,1,train
3119,-57,0,0,0,0,1,-1,1,train
3120,-57,0,0,0,0,0,0,0,train
3121,-56,1,1,1,1,0,0,0,train
3122,-56,0,0,0,0,1,1,1,train
3123,-56,0,0,0,0,0,0,0,train
3124,-56,0,0,0,0,0,0,0,train
3125,-56,0,0,0,0,0,0,0,train
3126,-54,2,1,1,2,0,0,0,train
3127,-54,0,0,0,0,1,1,2,train
3128,-55,-1,1,-1,1,0,0,0,train
3129,-55,0,0,0,0,1,-1,1,train
3130,-56,-1,1,-1,1,0,0,0,train
3131,-55,1,1,1,1,1,-1,1,train
3132,-55,0,0,0,0,1,1,1,train
3133,-55,0,0,0,0,0,0,0,train
3134,-55,0,0,0,0,0,0,0,train
3135,-56,-1,1,-1,1,0,0,0,train
3136,-55,1,1,1,1,1,-1,1,train
3137,-56,-1,1,-1,1,1,1,1,train
3138,-55,1,1,1,1,1,-1,1,train
3139,-55,0,0,0,0,1,1,1,train
3140,-53,2,1,1,2,0,0,0,train
3141,-53,0,0,0,0,1,1,2,train
3142,-53,0,0,0,0,0,0,0,train
3143,-53,0,0,0,0,0,0,0,train
3144,-53,0,0,0,0,0,0,0,train
3145,-53,0,0,0,0,0,0,0,train
3146,-53,0,0,0,0,0,0,0,train
3147,-53,0,0,0,0,0,0,0,train
3148,-55,-2,1,-1,2,0,0,0,train
3149,-55,0,0,0,0,1,-1,2,train
3150,-55,0,0,0,0,0,0,0,train
3151,-54,1,1,1,1,0,0,0,train
3152,-54,0,0,0,0,1,1,1,train
3153,-54,0,0,0,0,0,0,0,train
3154,-54,0,0,0,0,0,0,0,train
3155,-54,0,0,0,0,0,0,0,train
3156,-54,0,0,0,0,0,0,0,train
3157,-55,-1,1,-1,1,0,0,0,train
3158,-54,1,1,1,1,1,-1,1,train
3159,-53,1,1,1,1,1,1,1,train
3160,-53,0,0,0,0,1,1,1,train
3161,-54,-1,1,-1,1,0,0,0,train
3162,-53,1,1,1,1,1,-1,1,train
3163,-53,0,0,0,0,1,1,1,train
3164,-53,0,0,0,0,0,0,0,train
3165,-53,0,0,0,0,0,0,0,train
3166,-53,0,0,0,0,0,0,0,train
3167,-53,0,0,0,0,0,0,0,train
3168,-53,0,0,0,0,0,0,0,train
3169,-52,1,1,1,1,0,0,0,train
3170,-53,-1,1,-1,1,1,1,1,train
3171,-53,0,0,0,0,1,-1,1,train
3172,-53,0,0,0,0,0,0,0,train
3173,-52,1,1,1,1,0,0,0,train
3174,-53,-1,1,-1,1,1,1,1,train
3175,-52,1,1,1,1,1,-1,1,train
3176,-54,-2,1,-1,2,1,1,1,train
3177,-55,-1,1,-1,1,1,-1,2,train
3178,-55,0,0,0,0,1,-1,1,train
3179,-53,2,1,1,2,0,0,0,train
3180,-52,1,1,1,1,1,1,2,train
